"x","y","z","Stardesc","Multiple","Colour","Name","Planet Count","Atmosphere","Temperature","Biosphere","Population","TechLevel","World Tag 1","World Tag 2","GalacticX","GalacticY","clusterNum","mapcolour","FullName"
25,12.88,0,"Type'M'flare star",1,"#C80000","","2","Breathable Mix|Invasive, toxic atmosphere|","Variable temperate-to-warm|Variable temperate-to-warm|","Microbial life|Hybrid biosphere|","Hundreds of thousands|Billions|","1. Medieval|4. with specialties or surviving pretech|","Civil War|Desert World|","Civil War|Desert World|",78275,100012.88,"1","#ffe119","Himobo"
210,208.84,0,"Type'M'flare star",0,"#C80000","Duriti","5","Breathable Mix|Corrosive, and invasive atmosphere|Breathable Mix|Thick atmosphere, breathable with a pressure mask|Invasive, toxic atmosphere|","Temperate|Warm|Cold|Temperate|Warm|","Immiscible biosphere|Human-miscible biosphere|No native biosphere|Immiscible biosphere|Immiscible biosphere|","Millions|Tens of thousands|Tens of thousands|Tens of thousands|Tens of thousands|","4. Baseline postech|4. Baseline postech|2. Nineteenth-century|4. Baseline postech|0. Stone age|","Civil War|Altered Humanity|Bubble Cities|Civil War|Abandoned Colony|","Civil War|Altered Humanity|Bubble Cities|Civil War|Abandoned Colony|",78460,100208.84,"1","#ffe119","Duriti"
237,157.32,0,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Invasive, toxic atmosphere|Airless/Thin Atmosphere|","Warm|Warm|Cold|","Human-miscible biosphere|Immiscible biosphere|Microbial life|","Aliens|Millions|Tens of thousands|","4. Baseline postech|4. Baseline postech|1. Medieval|","Cold War|Colonized Population|Altered Humanity|","Cold War|Colonized Population|Altered Humanity|",78487,100157.32,"1","#ffe119","Tento"
2,123.28,0,"Type'M'flare star",0,"#C80000","","2","Invasive, toxic atmosphere|Thick atmosphere, breathable with a pressure mask|","Temperate|Variable temperate-to-warm|","Human-miscible biosphere|Immiscible biosphere|","Tens of thousands|Tens of thousands|","4. Baseline postech|3. Twentieth-century|","Bubble Cities|Abandoned Colony|","Bubble Cities|Abandoned Colony|",78252,100123.28,"1","#ffe119","Baba"
228,57.96,-1,"Faint type'M'red star",0,"#C80000","","4","Inert Gas|Breathable Mix|Breathable Mix|Corrosive, and invasive atmosphere|","Burning|Variable temperate-to-warm|Cold|Variable cold-to-temperate|","Microbial life|Hybrid biosphere|Immiscible biosphere|Human-miscible biosphere|","Aliens|Billions|Outpost|Billions|","2. Nineteenth-century|4. with specialties or surviving pretech|4. Baseline postech|3. Twentieth-century|","Altered Humanity|Desert World|Civil War|Badlands World|","Altered Humanity|Desert World|Civil War|Badlands World|",78478,100057.96,"1","#ffe119","Dzipe"
114,94.76,-184,"Type'M'red star",0,"#C80000","","2","Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Warm|","Immiscible biosphere|Human-miscible biosphere|","Billions|Hundreds of thousands|","3. Twentieth-century|5. Pretech|","Out of Contact|Badlands World|","Out of Contact|Badlands World|",78364,100094.76,"1","#ffe119","Ore"
41,168.36,-76,"Type'M'flare star",1,"#C80000","","5","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Variable temperate-to-warm|Variable temperate-to-warm|Variable temperate-to-warm|Warm|Variable cold-to-temperate|","Human-miscible biosphere|Hybrid biosphere|No native biosphere|No native biosphere|Hybrid biosphere|","Tens of thousands|Billions|Outpost|Tens of thousands|Billions|","0. Stone age|4. with specialties or surviving pretech|2. Nineteenth-century|3. Twentieth-century|4. with specialties or surviving pretech|","Desert World|Desert World|Alien Ruins|Colonized Population|Desert World|","Desert World|Desert World|Alien Ruins|Colonized Population|Desert World|",78291,100168.36,"1","#ffe119","Kasusanere"
27,88.32,0,"Type'M'flare star",3,"#C80000","","3","Breathable Mix|Breathable Mix|Airless/Thin Atmosphere|","Cold|Warm|Warm|","Immiscible biosphere|Immiscible biosphere|Hybrid biosphere|","Billions|Millions|Hundreds of thousands|","1. Medieval|4. Baseline postech|3. Twentieth-century|","Cold War|Colonized Population|Out of Contact|","Cold War|Colonized Population|Out of Contact|",78277,100088.32,"1","#ffe119","Mipomeke"
83,223.56,0,"Type'M'flare star",0,"#C80000","","2","Corrosive, and invasive atmosphere|Breathable Mix|","Cold|Temperate|","Engineered biosphere|Immiscible biosphere|","Outpost|Aliens|","1. Medieval|3. Twentieth-century|","Abandoned Colony|Alien Ruins|","Abandoned Colony|Alien Ruins|",78333,100223.56,"1","#ffe119","Imunruso"
9,168.36,-1,"Type'M'flare star",1,"#C80000","Hukorugunta","4","Airless/Thin Atmosphere|Invasive, toxic atmosphere|Airless/Thin Atmosphere|Breathable Mix|","Variable temperate-to-warm|Warm|Frozen|Temperate|","Hybrid biosphere|Immiscible biosphere|Hybrid biosphere|Human-miscible biosphere|","Tens of thousands|Millions|Hundreds of thousands|Failed colony|","1. Medieval|4. Baseline postech|3. Twentieth-century|4. Baseline postech|","Colonized Population|Colonized Population|Alien Ruins|Bubble Cities|","Colonized Population|Colonized Population|Alien Ruins|Bubble Cities|",78259,100168.36,"1","#ffe119","Hukorugunta"
32,86.48,-2,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Breathable Mix|","Cold|Warm|","No native biosphere|Immiscible biosphere|","Hundreds of thousands|Millions|","2. Nineteenth-century|4. Baseline postech|","Cold War|Colonized Population|","Cold War|Colonized Population|",78282,100086.48,"1","#ffe119","Pento"
115,22.08,0,"Faint type'M'red star",0,"#C80000","","5","Breathable Mix|Invasive, toxic atmosphere|Breathable Mix|Thick atmosphere, breathable with a pressure mask|Thick atmosphere, breathable with a pressure mask|","Cold|Cold|Cold|Temperate|Burning|","Immiscible biosphere|Microbial life|No native biosphere|Biosphere remnants|Engineered biosphere|","Tens of thousands|Tens of thousands|Tens of thousands|Millions|Aliens|","4. with specialties or surviving pretech|4. Baseline postech|2. Nineteenth-century|4. Baseline postech|5. Pretech|","Civil War|Colonized Population|Badlands World|Colonized Population|Out of Contact|","Civil War|Colonized Population|Badlands World|Colonized Population|Out of Contact|",78365,100022.08,"1","#ffe119","Hodi"
13,168.36,-29,"Type'M'flare star",0,"#C80000","","3","Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Warm|Cold|Cold|","Human-miscible biosphere|Human-miscible biosphere|No native biosphere|","Tens of thousands|Millions|Tens of thousands|","4. with specialties or surviving pretech|4. Baseline postech|2. Nineteenth-century|","Badlands World|Civil War|Bubble Cities|","Badlands World|Civil War|Bubble Cities|",78263,100168.36,"1","#ffe119","Donedaso"
66,123.28,0,"Faint type'M'red star",0,"#C80000","","1","Corrosive, and invasive atmosphere|","Burning|","Immiscible biosphere|","Millions|","4. with specialties or surviving pretech|","Altered Humanity|","Altered Humanity|",78316,100123.28,"1","#ffe119","Sanonta"
237,230.92,-24,"Type'M'flare star",0,"#C80000","","4","Airless/Thin Atmosphere|Airless/Thin Atmosphere|Airless/Thin Atmosphere|Corrosive, and invasive atmosphere|","Variable temperate-to-warm|Warm|Warm|Warm|","Immiscible biosphere|Immiscible biosphere|Immiscible biosphere|Hybrid biosphere|","Aliens|Millions|Tens of thousands|Failed colony|","5. Pretech|4. Baseline postech|3. Twentieth-century|2. Nineteenth-century|","Alien Ruins|Colonized Population|Civil War|Badlands World|","Alien Ruins|Colonized Population|Civil War|Badlands World|",78487,100230.92,"1","#ffe119","Ora"
82,119.6,0,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Corrosive, and invasive atmosphere|","Temperate|Temperate|","No native biosphere|Immiscible biosphere|","Outpost|Hundreds of thousands|","4. Baseline postech|1. Medieval|","Civil War|Desert World|","Civil War|Desert World|",78332,100119.6,"1","#ffe119","Nadanta"
125,157.32,-1,"Type'M'flare star",0,"#C80000","","5","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Invasive, toxic atmosphere|Thick atmosphere, breathable with a pressure mask|Inert Gas|","Temperate|Cold|Cold|Frozen|Warm|","Engineered biosphere|Immiscible biosphere|No native biosphere|Microbial life|No native biosphere|","Hundreds of thousands|Hundreds of thousands|Tens of thousands|Tens of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|2. Nineteenth-century|5. Pretech|3. Twentieth-century|","Bubble Cities|Cold War|Bubble Cities|Cold War|Out of Contact|","Bubble Cities|Cold War|Bubble Cities|Cold War|Out of Contact|",78375,100157.32,"1","#ffe119","Dosika"
6,160.08,1,"Faint type'M'red star",3,"#C80000","Niblias","4","Breathable Mix|Invasive, toxic atmosphere|Breathable Mix|Airless/Thin Atmosphere|","Temperate|Cold|Warm|Temperate|","Engineered biosphere|Immiscible biosphere|Human-miscible biosphere|No native biosphere|","Millions|Hundreds of thousands|Millions|Outpost|","3. Twentieth-century|4. Baseline postech|4. Baseline postech|3. Twentieth-century|","Badlands World|Cold War|Cold War|Alien Ruins|","Badlands World|Cold War|Cold War|Alien Ruins|",78256,100410.08,"2","#4363d8","Niblias"
88,213.44,23,"Type'M'flare star",1,"#C80000","","3","Invasive, toxic atmosphere|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Variable temperate-to-warm|Variable temperate-to-warm|Warm|","Human-miscible biosphere|Microbial life|Human-miscible biosphere|","Tens of thousands|Outpost|Millions|","5. Pretech|3. Twentieth-century|4. Baseline postech|","Alien Ruins|Area 51|Cold War|","Alien Ruins|Area 51|Cold War|",78338,100463.44,"2","#4363d8","Apur"
2,205.16,2,"Type'M'flare star",0,"#C80000","","2","Inert Gas|Thick atmosphere, breathable with a pressure mask|","Frozen|Frozen|","Human-miscible biosphere|Human-miscible biosphere|","Outpost|Tens of thousands|","3. Twentieth-century|4. with specialties or surviving pretech|","Area 51|Out of Contact|","Area 51|Out of Contact|",78252,100455.16,"2","#4363d8","Fina"
98,41.4,0,"Type'M'flare star",0,"#C80000","Bekurorungko","5","Breathable Mix|Breathable Mix|Breathable Mix|Airless/Thin Atmosphere|Breathable Mix|","Warm|Burning|Warm|Temperate|Warm|","Immiscible biosphere|No native biosphere|Human-miscible biosphere|Immiscible biosphere|Immiscible biosphere|","Billions|Hundreds of thousands|Millions|Millions|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|","Alien Ruins|Altered Humanity|Cold War|Altered Humanity|Area 51|","Alien Ruins|Altered Humanity|Cold War|Altered Humanity|Area 51|",78348,100291.4,"1","#ffe119","Bekurorungko"
168,39.56,0,"Faint type'M'red star",3,"#C80000","Binru","3","Breathable Mix|Corrosive, and invasive atmosphere|Corrosive|","Variable cold-to-temperate|Burning|Temperate|","Human-miscible biosphere|Hybrid biosphere|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|Millions|","5. Pretech|4. Baseline postech|4. Baseline postech|","Bubble Cities|Bubble Cities|Cold War|","Bubble Cities|Bubble Cities|Cold War|",78418,100289.56,"1","#ffe119","Binru"
119,109.48,160,"Type'M'red star",2,"#C80000","","2","Thick atmosphere, breathable with a pressure mask|Invasive, toxic atmosphere|","Variable cold-to-temperate|Cold|","Human-miscible biosphere|No native biosphere|","Hundreds of thousands|Failed colony|","4. Baseline postech|2. Nineteenth-century|","Badlands World|Out of Contact|","Badlands World|Out of Contact|",78369,100359.48,"1","#ffe119","Sungke"
30,28.52,64,"Type'M'flare star",0,"#C80000","","1","Corrosive, and invasive atmosphere|","Warm|","Microbial life|","Millions|","4. Baseline postech|","Desert World|","Desert World|",78280,100278.52,"1","#ffe119","Ontu"
239,10.12,0,"Faint type'M'red star",1,"#C80000","","4","Airless/Thin Atmosphere|Invasive, toxic atmosphere|Corrosive, and invasive atmosphere|Breathable Mix|","Variable temperate-to-warm|Variable cold-to-temperate|Temperate|Temperate|","No native biosphere|Biosphere remnants|No native biosphere|Engineered biosphere|","Millions|Tens of thousands|Hundreds of thousands|Tens of thousands|","4. Baseline postech|1. Medieval|3. Twentieth-century|4. Baseline postech|","Colonized Population|Badlands World|Abandoned Colony|Desert World|","Colonized Population|Badlands World|Abandoned Colony|Desert World|",78489,100260.12,"1","#ffe119","Kanri"
5,169.28,60,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Breathable Mix|","Warm|Variable cold-to-temperate|Warm|","Human-miscible biosphere|Biosphere remnants|Biosphere remnants|","Outpost|Hundreds of thousands|Outpost|","0. Stone age|1. Medieval|2. Nineteenth-century|","Out of Contact|Colonized Population|Cold War|","Out of Contact|Colonized Population|Cold War|",78255,100419.28,"2","#4363d8","Ailta"
1,62.56,0,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Breathable Mix|","Temperate|Temperate|","Hybrid biosphere|No native biosphere|","Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|","Out of Contact|Civil War|","Out of Contact|Civil War|",78251,100312.56,"1","#ffe119","Boti"
91,42.32,1,"Type'M'red star",0,"#C80000","Danta","5","Thick atmosphere, breathable with a pressure mask|Corrosive, and invasive atmosphere|Breathable Mix|Inert Gas|Breathable Mix|","Temperate|Variable cold-to-temperate|Temperate|Cold|Temperate|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|Microbial life|Human-miscible biosphere|","Failed colony|Hundreds of thousands|Hundreds of thousands|Billions|Hundreds of thousands|","4. Baseline postech|2. Nineteenth-century|4. Baseline postech|2. Nineteenth-century|4. Baseline postech|","Bubble Cities|Altered Humanity|Civil War|Alien Ruins|Civil War|","Bubble Cities|Altered Humanity|Civil War|Alien Ruins|Civil War|",78341,100292.32,"1","#ffe119","Danta"
114,184.92,68,"Type'M'flare star",0,"#C80000","Thuka","4","Corrosive|Breathable Mix|Breathable Mix|Airless/Thin Atmosphere|","Temperate|Variable cold-to-temperate|Warm|Warm|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|Immiscible biosphere|","Hundreds of thousands|Billions|Millions|Millions|","4. Baseline postech|3. Twentieth-century|4. Baseline postech|3. Twentieth-century|","Out of Contact|Desert World|Cold War|Colonized Population|","Out of Contact|Desert World|Cold War|Colonized Population|",78364,100434.92,"2","#4363d8","Thuka"
40,157.32,0,"Type'M'flare star",1,"#C80000","","3","Airless/Thin Atmosphere|Invasive, toxic atmosphere|Breathable Mix|","Warm|Variable cold-to-temperate|Cold|","Hybrid biosphere|Biosphere remnants|Microbial life|","Outpost|Outpost|Millions|","1. Medieval|0. Stone age|3. Twentieth-century|","Civil War|Alien Ruins|Alien Ruins|","Civil War|Alien Ruins|Alien Ruins|",78290,100407.32,"2","#4363d8","Beltiblobrai"
2,77.28,8,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Airless/Thin Atmosphere|","Variable temperate-to-warm|Variable cold-to-temperate|","Microbial life|Biosphere remnants|","Outpost|Tens of thousands|","1. Medieval|1. Medieval|","Abandoned Colony|Colonized Population|","Abandoned Colony|Colonized Population|",78252,100327.28,"1","#ffe119","Rungkununtu"
221,57.04,-1,"Type'M'flare star",0,"#C80000","","4","Invasive, toxic atmosphere|Corrosive|Corrosive, and invasive atmosphere|Breathable Mix|","Warm|Cold|Warm|Temperate|","Microbial life|No native biosphere|Human-miscible biosphere|Microbial life|","Aliens|Tens of thousands|Tens of thousands|Millions|","3. Twentieth-century|3. Twentieth-century|4. Baseline postech|3. Twentieth-century|","Civil War|Area 51|Abandoned Colony|Desert World|","Civil War|Area 51|Abandoned Colony|Desert World|",78471,100557.04,"2","#4363d8","Niraid"
88,5.52,0,"Type'M'flare star",1,"#C80000","","4","Inert Gas|Thick atmosphere, breathable with a pressure mask|Corrosive|Breathable Mix|","Variable cold-to-temperate|Temperate|Variable cold-to-temperate|Frozen|","No native biosphere|Immiscible biosphere|Hybrid biosphere|No native biosphere|","Hundreds of thousands|Millions|Billions|Hundreds of thousands|","3. Twentieth-century|0. Stone age|4. with specialties or surviving pretech|3. Twentieth-century|","Alien Ruins|Altered Humanity|Desert World|Out of Contact|","Alien Ruins|Altered Humanity|Desert World|Out of Contact|",78338,100505.52,"2","#4363d8","Duba"
2,205.16,-2,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Breathable Mix|Inert Gas|","Variable cold-to-temperate|Frozen|Variable temperate-to-warm|","Human-miscible biosphere|Hybrid biosphere|Microbial life|","Tens of thousands|Billions|Millions|","4. with specialties or surviving pretech|4. Baseline postech|1. Medieval|","Cold War|Bubble Cities|Desert World|","Cold War|Bubble Cities|Desert World|",78252,100705.16,"2","#4363d8","Sayal"
98,41.4,0,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Invasive, toxic atmosphere|Corrosive, and invasive atmosphere|","Warm|Cold|Cold|","Human-miscible biosphere|No native biosphere|Human-miscible biosphere|","Millions|Tens of thousands|Hundreds of thousands|","2. Nineteenth-century|3. Twentieth-century|2. Nineteenth-century|","Civil War|Area 51|Area 51|","Civil War|Area 51|Area 51|",78348,100541.4,"2","#4363d8","Pioblai"
168,39.56,0,"Faint type'M'red star",3,"#C80000","","2","Breathable Mix|Corrosive|","Variable cold-to-temperate|Warm|","No native biosphere|Human-miscible biosphere|","Hundreds of thousands|Tens of thousands|","4. with specialties or surviving pretech|4. Baseline postech|","Badlands World|Bubble Cities|","Badlands World|Bubble Cities|",78418,100539.56,"2","#4363d8","Giobre"
119,109.48,-160,"Type'M'red star",2,"#C80000","","1","Invasive, toxic atmosphere|","Variable cold-to-temperate|","Human-miscible biosphere|","Failed colony|","2. Nineteenth-century|","Area 51|","Area 51|",78369,100609.48,"2","#4363d8","Lubrai"
30,28.52,-64,"Type'M'flare star",0,"#C80000","","5","Inert Gas|Breathable Mix|Invasive, toxic atmosphere|Breathable Mix|Inert Gas|","Warm|Temperate|Variable cold-to-temperate|Variable cold-to-temperate|Cold|","Immiscible biosphere|No native biosphere|Hybrid biosphere|Microbial life|Human-miscible biosphere|","Hundreds of thousands|Tens of thousands|Billions|Tens of thousands|Hundreds of thousands|","4. with specialties or surviving pretech|1. Medieval|4. with specialties or surviving pretech|4. Baseline postech|1. Medieval|","Alien Ruins|Cold War|Desert World|Bubble Cities|Desert World|","Alien Ruins|Cold War|Desert World|Bubble Cities|Desert World|",78280,100528.52,"2","#4363d8","Faiblias"
239,10.12,0,"Faint type'M'red star",1,"#C80000","","4","Breathable Mix|Invasive, toxic atmosphere|Corrosive, and invasive atmosphere|Corrosive, and invasive atmosphere|","Variable temperate-to-warm|Cold|Warm|Warm|","Human-miscible biosphere|No native biosphere|Human-miscible biosphere|Microbial life|","Millions|Tens of thousands|Billions|Outpost|","4. Baseline postech|3. Twentieth-century|3. Twentieth-century|3. Twentieth-century|","Bubble Cities|Area 51|Bubble Cities|Colonized Population|","Bubble Cities|Area 51|Bubble Cities|Colonized Population|",78489,100510.12,"2","#4363d8","Doidra"
5,169.28,-60,"Type'M'flare star",0,"#C80000","","4","Breathable Mix|Breathable Mix|Invasive, toxic atmosphere|Breathable Mix|","Warm|Temperate|Variable cold-to-temperate|Frozen|","Immiscible biosphere|No native biosphere|Hybrid biosphere|No native biosphere|","Millions|Hundreds of thousands|Billions|Tens of thousands|","4. Baseline postech|3. Twentieth-century|4. with specialties or surviving pretech|4. with specialties or surviving pretech|","Alien Ruins|Desert World|Desert World|Desert World|","Alien Ruins|Desert World|Desert World|Desert World|",78255,100669.28,"2","#4363d8","Krefia"
1,62.56,0,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Breathable Mix|Inert Gas|","Cold|Warm|Variable cold-to-temperate|","No native biosphere|Hybrid biosphere|Hybrid biosphere|","Hundreds of thousands|Millions|Billions|","4. Baseline postech|5. Pretech|4. with specialties or surviving pretech|","Out of Contact|Bubble Cities|Desert World|","Out of Contact|Bubble Cities|Desert World|",78251,100562.56,"2","#4363d8","Diondiokrimpidria"
91,42.32,-1,"Type'M'red star",0,"#C80000","","3","Corrosive, and invasive atmosphere|Airless/Thin Atmosphere|Airless/Thin Atmosphere|","Temperate|Variable temperate-to-warm|Variable cold-to-temperate|","Immiscible biosphere|Human-miscible biosphere|Hybrid biosphere|","Millions|Tens of thousands|Billions|","3. Twentieth-century|4. Baseline postech|4. with specialties or surviving pretech|","Cold War|Colonized Population|Desert World|","Cold War|Colonized Population|Desert World|",78341,100542.32,"2","#4363d8","Chinduspil"
114,184.92,-68,"Type'M'flare star",0,"#C80000","","2","Airless/Thin Atmosphere|Inert Gas|","Cold|Temperate|","Engineered biosphere|Hybrid biosphere|","Hundreds of thousands|Hundreds of thousands|","2. Nineteenth-century|4. Baseline postech|","Civil War|Badlands World|","Civil War|Badlands World|",78364,100684.92,"2","#4363d8","Aiblablair"
40,157.32,0,"Type'M'flare star",1,"#C80000","","1","Breathable Mix|","Warm|","No native biosphere|","Billions|","4. Baseline postech|","Cold War|","Cold War|",78290,100657.32,"2","#4363d8","Beltiblobrai"
2,77.28,-8,"Type'M'flare star",0,"#C80000","","5","Breathable Mix|Breathable Mix|Corrosive, and invasive atmosphere|Inert Gas|Breathable Mix|","Warm|Cold|Cold|Variable temperate-to-warm|Cold|","Immiscible biosphere|No native biosphere|Hybrid biosphere|Microbial life|No native biosphere|","Hundreds of thousands|Tens of thousands|Millions|Millions|Hundreds of thousands|","2. Nineteenth-century|3. Twentieth-century|4. Baseline postech|3. Twentieth-century|3. Twentieth-century|","Desert World|Area 51|Badlands World|Cold War|Bubble Cities|","Desert World|Area 51|Badlands World|Cold War|Bubble Cities|",78252,100577.28,"2","#4363d8","Bilbalgan"
221,57.96,-1,"Type'K'orange star",0,"#C88800","","4","Thick atmosphere, breathable with a pressure mask|Breathable Mix|Corrosive|Thick atmosphere, breathable with a pressure mask|","Temperate|Cold|Warm|Temperate|","Immiscible biosphere|No native biosphere|Human-miscible biosphere|Human-miscible biosphere|","Millions|Hundreds of thousands|Outpost|Hundreds of thousands|","2. Nineteenth-century|3. Twentieth-century|4. Baseline postech|4. Baseline postech|","Area 51|Badlands World|Alien Ruins|Bubble Cities|","Area 51|Badlands World|Alien Ruins|Bubble Cities|",78471,100557.96,"2","#4363d8","Bidria"
83,89.24,-90,"Type'M'flare star",0,"#C80000","","4","Corrosive, and invasive atmosphere|Breathable Mix|Corrosive|Breathable Mix|","Warm|Temperate|Warm|Temperate|","Hybrid biosphere|No native biosphere|No native biosphere|Human-miscible biosphere|","Tens of thousands|Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","1. Medieval|3. Twentieth-century|3. Twentieth-century|4. Baseline postech|","Colonized Population|Badlands World|Desert World|Civil War|","Colonized Population|Badlands World|Desert World|Civil War|",78333,100589.24,"2","#4363d8","Chilai"
2,233.68,-1,"Type'M'flare star",0,"#C80000","Fiombio","5","Corrosive, and invasive atmosphere|Breathable Mix|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Warm|Temperate|Temperate|Variable temperate-to-warm|Temperate|","Immiscible biosphere|Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|No native biosphere|","Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|Outpost|Outpost|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|4. Baseline postech|4. Baseline postech|","Cold War|Area 51|Bubble Cities|Cold War|Bubble Cities|","Cold War|Area 51|Bubble Cities|Cold War|Bubble Cities|",78252,100983.68,"2","#4363d8","Fiombio"
82,39.56,0,"Type'M'flare star",0,"#C80000","Ambru","5","Airless/Thin Atmosphere|Inert Gas|Breathable Mix|Airless/Thin Atmosphere|Airless/Thin Atmosphere|","Cold|Variable cold-to-temperate|Temperate|Variable temperate-to-warm|Variable temperate-to-warm|","No native biosphere|No native biosphere|Human-miscible biosphere|Hybrid biosphere|Hybrid biosphere|","Tens of thousands|Tens of thousands|Hundreds of thousands|Tens of thousands|Billions|","4. Baseline postech|3. Twentieth-century|3. Twentieth-century|0. Stone age|4. with specialties or surviving pretech|","Area 51|Civil War|Bubble Cities|Area 51|Desert World|","Area 51|Civil War|Bubble Cities|Area 51|Desert World|",78332,100789.56,"2","#4363d8","Ambru"
2,157.32,-4,"Type'M'flare star",0,"#C80000","Sampi","5","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Corrosive|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Cold|Temperate|Temperate|Burning|Temperate|","No native biosphere|Immiscible biosphere|Human-miscible biosphere|Human-miscible biosphere|Microbial life|","Hundreds of thousands|Aliens|Hundreds of thousands|Aliens|Tens of thousands|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|4. Baseline postech|5. Pretech|","Abandoned Colony|Desert World|Bubble Cities|Alien Ruins|Civil War|","Abandoned Colony|Desert World|Bubble Cities|Alien Ruins|Civil War|",78252,100907.32,"2","#4363d8","Sampi"
193,57.04,-1,"Faint type'M'red star",0,"#C80000","","5","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|Corrosive, and invasive atmosphere|","Variable temperate-to-warm|Warm|Warm|Variable cold-to-temperate|Cold|","Hybrid biosphere|Human-miscible biosphere|Microbial life|Microbial life|Human-miscible biosphere|","Hundreds of thousands|Millions|Hundreds of thousands|Tens of thousands|Tens of thousands|","0. Stone age|4. Baseline postech|3. Twentieth-century|1. Medieval|4. Baseline postech|","Cold War|Cold War|Area 51|Altered Humanity|Area 51|","Cold War|Cold War|Area 51|Altered Humanity|Area 51|",78443,100807.04,"2","#4363d8","Naid"
106,227.24,-176,"Type'M'flare star",2,"#C80000","Doiyair","5","Thick atmosphere, breathable with a pressure mask|Invasive, toxic atmosphere|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Cold|Temperate|Temperate|Cold|Cold|","Engineered biosphere|Microbial life|Human-miscible biosphere|Engineered biosphere|Biosphere remnants|","Hundreds of thousands|Tens of thousands|Hundreds of thousands|Millions|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|4. Baseline postech|1. Medieval|","Alien Ruins|Colonized Population|Bubble Cities|Alien Ruins|Badlands World|","Alien Ruins|Colonized Population|Bubble Cities|Alien Ruins|Badlands World|",78356,100977.24,"2","#4363d8","Doiyair"
25,102.12,-11,"Type'M'flare star",4,"#C80000","Bifiltemas","5","Corrosive|Breathable Mix|Inert Gas|Airless/Thin Atmosphere|Breathable Mix|","Variable cold-to-temperate|Cold|Temperate|Temperate|Variable temperate-to-warm|","No native biosphere|Immiscible biosphere|Human-miscible biosphere|No native biosphere|Human-miscible biosphere|","Tens of thousands|Hundreds of thousands|Hundreds of thousands|Failed colony|Outpost|","2. Nineteenth-century|4. Baseline postech|3. Twentieth-century|5. Pretech|4. Baseline postech|","Cold War|Colonized Population|Bubble Cities|Colonized Population|Desert World|","Cold War|Colonized Population|Bubble Cities|Colonized Population|Desert World|",78275,100852.12,"2","#4363d8","Bifiltemas"
124,233.68,-7,"Type'M'flare star",5,"#C80000","Groipriodiablo","4","Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Temperate|Variable cold-to-temperate|Temperate|","Microbial life|Human-miscible biosphere|Hybrid biosphere|Immiscible biosphere|","Millions|Hundreds of thousands|Hundreds of thousands|Millions|","4. Baseline postech|4. Baseline postech|4. Baseline postech|2. Nineteenth-century|","Altered Humanity|Civil War|Desert World|Altered Humanity|","Altered Humanity|Civil War|Desert World|Altered Humanity|",78374,100983.68,"2","#4363d8","Groipriodiablo"
